date_participation,code_postal,empreinte_moyenne,logement_type,logement_superficie_m2,logement_nb_habitants,logement_type_chauffage,logement_isolation,logement_temperature_chauffage,transport_km_voiture,transport_km_voiture_electrique,transport_km_train,transport_km_bus,transport_km_metro,transport_km_tram,transport_km_velo,transport_km_velo_electrique,transport_km_trottinette,transport_km_moto,transport_nb_vols_avion,alimentation_repas_viande_semaine,alimentation_eau_bouteille,alimentation_petits_electromenager,alimentation_gros_electromenager,alimentation_freq_remplacement,vetements_neufs_an,divertissement_petits_electromenager,divertissement_gros_electromenager,divertissement_freq_remplacement,divertissement_appareils_numeriques,divertissement_heures_video_jour,divertissement_qualite_video,impact_logement,impact_transport,impact_alimentation,impact_vetements,impact_divertissement,impact_total
2025-01-07,1030,9.03,Appartement,73,2,Bois,Mal isolé,23,1680,0,3088,1151,996,2000,1848,2419,130,0,2,11,Non,5,5,10-15 ans,17,4,5,10-15 ans,7,8,SD,1.18,1.5,0.88,0.34,7.46,11.86
2025-04-29,1083,8.54,Maison,111,2,Gaz,Très bien isolé,19,23872,7476,811,3122,2734,829,1663,0,120,0,2,5,Oui,7,3,Moins de 5 ans,13,7,6,Moins de 5 ans,6,0,SD,2.01,6.44,0.66,0.26,0.17,8.04
2025-03-24,1081,9.49,Appartement,102,3,Bois,Très bien isolé,22,16221,0,2392,800,1242,791,712,0,213,0,1,7,Oui,7,5,5-10 ans,45,7,5,5-10 ans,9,5,SD,0.81,3.87,0.84,0.9,4.75,10.09
2025-04-20,1000,9.19,Studio,28,2,Électrique,Bien isolé,19,22316,0,5808,2461,1876,1562,1892,0,18,3989,1,14,Oui,6,3,5-10 ans,29,2,6,5-10 ans,7,8,SD,0.93,5.66,1.01,0.58,7.47,14.83
2025-02-01,1040,8.33,Studio,21,1,Bois,Mal isolé,20,14245,4096,3167,4613,1511,554,1372,0,439,0,1,11,Non,5,5,10-15 ans,32,8,2,5-10 ans,5,4,SD,1.62,4.02,0.88,0.64,3.76,8.93
2024-12-24,1000,8.55,Maison,102,3,Fioul,Très bien isolé,23,2933,0,3954,3526,675,1215,1470,0,87,1210,2,7,Oui,8,4,Moins de 5 ans,42,4,3,10-15 ans,4,2,SD,1.31,2.06,0.8,0.84,1.92,6.99
2025-05-30,1210,11.48,Studio,34,2,Bois,Mal isolé,19,9463,11718,1961,3652,610,425,80,0,233,0,1,10,Oui,5,3,Plus de 15 ans,34,4,6,Plus de 15 ans,10,5,SD,0.99,3.33,0.84,0.68,4.77,11.64
2025-03-19,1160,11.4,Studio,37,2,Électrique,Moyennement isolé,20,20820,0,4673,2789,491,644,553,1194,127,0,0,3,Non,3,5,5-10 ans,5,6,6,10-15 ans,10,6,4K,1.07,4.47,0.54,0.1,5.76,9.71
2025-01-05,1080,9.28,Studio,29,3,Fioul,Très bien isolé,22,22195,0,1573,2033,2035,679,1432,0,349,2673,4,0,Oui,8,6,5-10 ans,41,4,6,10-15 ans,7,4,HD,0.86,6.94,0.62,0.82,3.85,10.5
2024-12-22,1050,9.45,Maison,197,3,Fioul,Bien isolé,21,1504,0,7540,2082,1941,841,1485,0,31,0,1,13,Non,6,4,10-15 ans,8,4,2,5-10 ans,6,4,SD,2.08,1.09,0.92,0.16,3.76,6.99
2025-04-14,1040,9.23,Colocation,146,1,Fioul,Bien isolé,22,11126,10316,1648,3504,2358,501,779,0,153,7178,0,0,Non,4,5,Moins de 5 ans,45,7,4,Plus de 15 ans,2,6,HD,5.12,3.79,0.43,0.9,5.59,13.86
2025-01-23,1000,11.96,Appartement,119,2,Pompe à chaleur,Bien isolé,20,19773,6159,7094,441,1531,1520,661,0,493,0,2,0,Non,4,5,10-15 ans,17,5,3,5-10 ans,5,1,4K,1.69,5.46,0.43,0.34,1.1,10.78
2025-04-27,1000,10.04,Maison,167,1,Gaz,Très bien isolé,18,22346,0,333,1776,2222,1001,965,2976,495,0,1,14,Oui,5,6,Moins de 5 ans,41,7,5,Plus de 15 ans,2,6,HD,5.24,5.18,1.15,0.82,5.61,21.18
2025-02-11,1180,9.91,Maison,185,1,Gaz,Mal isolé,20,1064,0,1751,1844,2180,135,1359,574,403,0,2,1,Non,2,5,10-15 ans,17,6,3,10-15 ans,8,8,4K,6.0,1.44,0.45,0.34,7.53,15.89
2025-04-19,1150,11.84,Studio,27,3,Électrique,Mal isolé,19,12042,0,103,740,1377,1578,475,0,188,0,2,2,Oui,2,4,5-10 ans,19,2,3,Moins de 5 ans,3,2,HD,0.75,3.5,0.54,0.38,1.93,7.54
2025-03-10,1000,9.91,Appartement,102,2,Fioul,Moyennement isolé,23,11934,0,404,2831,389,1281,1113,2883,477,0,3,14,Non,8,3,10-15 ans,15,5,5,5-10 ans,6,4,SD,2.17,4.18,0.93,0.3,3.8,10.98
2024-12-22,1083,9.77,Studio,40,4,Gaz,Très bien isolé,18,16425,10349,7268,1463,2638,1775,804,0,316,7594,1,9,Non,4,5,Plus de 15 ans,22,3,4,5-10 ans,9,5,4K,0.68,5.33,0.79,0.44,4.81,10.67
2025-01-22,1060,11.17,Appartement,86,4,Pompe à chaleur,Bien isolé,20,13437,0,1834,1706,2034,405,1956,0,434,0,2,1,Oui,2,3,Moins de 5 ans,15,4,3,Moins de 5 ans,3,2,HD,0.68,3.91,0.45,0.3,1.93,7.16
2025-03-13,1050,11.4,Maison,127,3,Fioul,Mal isolé,22,15477,1821,795,1059,2997,1030,636,0,89,7969,2,12,Non,4,4,Moins de 5 ans,50,6,4,Moins de 5 ans,6,7,4K,1.71,5.11,0.86,1.0,6.6,16.65
2024-12-31,1070,9.38,Maison,135,2,Pompe à chaleur,Très bien isolé,23,13682,0,2413,4818,2737,1739,1031,0,461,0,2,10,Oui,5,4,5-10 ans,33,6,4,Moins de 5 ans,6,5,4K,1.6,4.22,0.89,0.66,4.78,14.17
2025-01-20,1050,11.22,Maison,191,4,Électrique,Très bien isolé,22,17084,0,1816,4210,661,1442,561,0,466,0,1,2,Non,2,5,Plus de 15 ans,45,7,3,10-15 ans,6,4,HD,1.16,4.34,0.49,0.9,3.8,12.31
2025-04-06,1050,11.92,Studio,35,2,Pompe à chaleur,Moyennement isolé,22,3972,1361,118,576,1525,260,1715,303,442,0,0,14,Non,6,3,5-10 ans,17,5,6,Plus de 15 ans,8,0,4K,0.85,0.96,0.91,0.34,0.26,3.54
2025-04-22,1160,9.92,Maison,200,2,Gaz,Bien isolé,23,19191,0,1352,1414,1321,1474,541,0,407,0,1,3,Oui,5,6,Moins de 5 ans,8,8,2,5-10 ans,4,4,HD,2.8,4.52,0.71,0.16,3.77,9.83
2025-06-06,1150,10.12,Appartement,77,1,Électrique,Bien isolé,21,11734,0,2258,2812,2787,560,1701,0,442,0,6,7,Oui,8,4,Moins de 5 ans,9,5,4,10-15 ans,10,7,HD,2.64,5.66,0.8,0.18,6.6,15.05
2025-03-17,1000,8.4,Appartement,93,2,Fioul,Moyennement isolé,23,22047,0,6477,3592,594,1603,1142,0,78,1775,1,14,Oui,5,3,10-15 ans,35,8,3,5-10 ans,4,4,HD,2.08,5.48,1.0,0.7,3.78,11.48
2025-03-09,1020,10.36,Studio,22,2,Fioul,Très bien isolé,22,21686,5462,2196,85,114,1062,665,0,265,0,3,10,Non,8,4,Moins de 5 ans,34,8,6,Plus de 15 ans,3,0,4K,1.22,6.18,0.82,0.68,0.21,9.53
2025-01-20,1090,11.25,Studio,38,3,Électrique,Très bien isolé,18,18218,0,180,4287,1881,1063,1517,1833,465,0,2,10,Oui,5,6,Moins de 5 ans,32,4,5,Plus de 15 ans,2,8,HD,0.65,5.05,0.99,0.64,7.42,14.35
2025-02-01,1040,8.36,Studio,23,3,Bois,Bien isolé,18,6596,0,7629,3011,597,1340,1056,0,313,0,0,13,Non,4,3,10-15 ans,6,5,6,10-15 ans,3,1,4K,0.49,1.71,0.85,0.12,1.11,4.37
2025-03-15,1210,10.62,Colocation,128,2,Fioul,Très bien isolé,22,10498,4135,5036,3307,1684,927,766,0,51,0,1,5,Non,2,4,5-10 ans,11,8,3,10-15 ans,4,6,4K,2.28,3.16,0.56,0.22,5.66,10.43
2024-12-31,1083,8.21,Studio,34,1,Électrique,Moyennement isolé,21,717,6921,4481,2394,1423,134,1281,2999,138,0,4,2,Oui,6,6,5-10 ans,7,3,6,Moins de 5 ans,6,7,HD,1.98,2.77,0.68,0.14,6.57,14.31
2025-06-20,1040,9.1,Colocation,149,4,Pompe à chaleur,Bien isolé,22,5258,12790,7776,4651,2912,731,415,0,86,45,2,8,Non,3,4,Plus de 15 ans,13,5,3,Moins de 5 ans,8,6,HD,0.95,3.2,0.69,0.26,5.65,10.18
2025-01-23,1081,10.76,Appartement,86,5,Pompe à chaleur,Bien isolé,18,7880,0,5457,1980,1935,1587,523,0,403,0,3,8,Oui,2,6,5-10 ans,41,4,6,Moins de 5 ans,9,0,HD,0.58,3.37,0.88,0.82,0.22,6.92
2025-02-16,1000,11.45,Studio,24,2,Bois,Très bien isolé,22,2303,0,7760,1738,1851,1420,1261,0,480,2206,3,7,Oui,2,4,5-10 ans,18,6,5,Plus de 15 ans,2,8,HD,0.44,2.49,0.74,0.36,7.43,11.35
2025-04-01,1030,8.43,Maison,194,3,Électrique,Moyennement isolé,20,8149,2069,5084,4698,889,1661,292,879,206,0,3,13,Oui,2,4,10-15 ans,47,7,4,5-10 ans,9,0,4K,1.76,3.71,0.98,0.94,0.26,7.7
2025-02-09,1080,10.8,Appartement,70,4,Électrique,Très bien isolé,21,3428,0,4433,4511,2630,444,1804,1353,382,0,1,12,Oui,5,5,Plus de 15 ans,38,4,6,Moins de 5 ans,9,4,4K,0.58,1.66,1.02,0.76,3.92,8.1
2025-04-05,1190,11.65,Colocation,93,2,Électrique,Bien isolé,19,5602,0,3265,2080,676,1672,685,1669,142,0,0,11,Non,4,4,Plus de 15 ans,28,8,6,10-15 ans,2,6,HD,1.58,1.36,0.82,0.56,5.62,11.11
2025-04-12,1000,8.19,Appartement,50,1,Gaz,Très bien isolé,19,20867,13925,939,4542,430,207,1414,0,233,0,2,0,Non,6,4,Plus de 15 ans,16,2,5,10-15 ans,9,2,4K,2.8,6.27,0.4,0.32,2.08,9.59
2025-05-02,1060,10.1,Studio,22,4,Bois,Bien isolé,20,8416,9586,2926,2433,17,1360,704,0,439,0,1,2,Non,7,3,Plus de 15 ans,16,8,4,Plus de 15 ans,4,7,4K,0.31,2.95,0.44,0.32,6.58,9.37
2025-01-29,1180,10.62,Colocation,64,2,Gaz,Moyennement isolé,20,12756,3453,3628,2307,1179,1498,724,0,295,0,2,10,Non,3,5,5-10 ans,45,2,4,5-10 ans,3,1,HD,1.69,4.0,0.82,0.9,1.03,6.84
2025-06-01,1082,11.19,Colocation,144,2,Fioul,Bien isolé,22,327,0,1570,4240,908,1738,1154,0,236,6116,0,4,Oui,4,6,Moins de 5 ans,31,7,4,5-10 ans,4,2,HD,2.54,1.08,0.74,0.62,1.97,7.48
2025-05-27,1190,9.98,Studio,21,4,Fioul,Moyennement isolé,19,8637,3638,5219,2300,2880,1462,1420,0,157,0,1,9,Non,2,3,Moins de 5 ans,13,7,2,Plus de 15 ans,5,3,HD,0.78,2.7,0.67,0.26,2.87,8.55
2025-01-09,1090,8.65,Colocation,139,2,Pompe à chaleur,Moyennement isolé,21,15092,0,2296,3102,2703,864,1015,0,478,0,0,9,Oui,3,5,Moins de 5 ans,30,6,4,Moins de 5 ans,5,2,HD,1.94,3.36,0.88,0.6,1.98,9.74
2025-03-04,1000,9.6,Studio,31,1,Électrique,Moyennement isolé,23,9401,0,1091,982,1254,817,194,1163,292,0,1,9,Oui,8,3,10-15 ans,37,2,6,5-10 ans,8,5,SD,1.72,2.51,0.83,0.74,4.74,11.66
2025-06-06,1000,11.64,Appartement,108,5,Pompe à chaleur,Mal isolé,20,6701,0,4723,271,148,657,939,0,110,0,0,8,Oui,5,5,Moins de 5 ans,42,4,2,5-10 ans,7,4,HD,0.71,1.44,0.86,0.84,3.8,6.47
2025-04-11,1140,8.44,Maison,172,3,Fioul,Bien isolé,23,4891,0,357,4595,1362,1199,658,783,405,6488,3,13,Oui,4,5,10-15 ans,41,6,4,5-10 ans,6,1,4K,1.85,3.55,1.05,0.82,1.13,9.05
2025-03-12,1040,9.35,Studio,26,2,Gaz,Très bien isolé,22,2826,7706,6284,2,838,265,1122,1019,77,0,0,3,Non,2,5,10-15 ans,49,7,6,Moins de 5 ans,9,2,SD,1.01,1.05,0.53,0.98,2.03,5.95
2025-04-02,1040,8.43,Appartement,48,1,Fioul,Mal isolé,22,16339,0,3107,946,484,1010,480,0,88,1711,1,12,Non,4,3,5-10 ans,28,4,6,Plus de 15 ans,9,3,SD,3.56,4.07,0.81,0.56,2.93,10.5
2025-05-21,1050,10.78,Appartement,63,2,Fioul,Mal isolé,21,22843,0,6784,4953,455,1966,412,0,412,0,0,5,Oui,6,5,10-15 ans,5,8,5,Moins de 5 ans,3,4,HD,1.98,5.11,0.75,0.1,3.79,12.81
2025-06-18,1040,8.01,Studio,39,3,Fioul,Mal isolé,20,7204,0,3487,505,114,982,606,0,471,0,2,5,Oui,3,4,Plus de 15 ans,44,4,2,Plus de 15 ans,7,1,4K,1.19,2.58,0.67,0.88,1.11,5.22
2025-01-02,1000,10.26,Colocation,107,2,Fioul,Moyennement isolé,20,16733,0,4147,3488,2287,1527,1987,0,439,0,0,3,Non,8,6,Moins de 5 ans,26,2,5,5-10 ans,2,0,HD,2.37,3.75,0.64,0.52,0.12,8.48
2024-12-28,1210,9.43,Studio,32,6,Électrique,Mal isolé,21,13232,0,801,1750,2465,1516,828,0,353,0,0,8,Non,4,5,Plus de 15 ans,6,2,2,5-10 ans,3,4,SD,0.36,2.85,0.75,0.12,3.72,8.88
2025-05-03,1030,9.54,Maison,152,2,Pompe à chaleur,Bien isolé,22,24422,0,7461,4363,2093,246,1573,0,213,0,2,12,Non,2,5,Moins de 5 ans,16,6,5,10-15 ans,6,7,HD,1.92,6.37,0.89,0.32,6.57,18.73
2025-02-02,1030,10.48,Maison,110,2,Bois,Bien isolé,22,19296,0,2196,2326,535,474,1823,0,22,0,1,3,Oui,6,4,Plus de 15 ans,6,5,3,Plus de 15 ans,5,8,4K,1.4,4.58,0.62,0.12,7.49,12.21
2025-01-18,1081,10.56,Studio,35,5,Bois,Mal isolé,20,11628,0,6591,2948,1718,1467,1392,0,7,0,2,10,Non,6,6,10-15 ans,42,3,5,10-15 ans,10,1,4K,0.38,3.67,0.9,0.84,1.18,6.07
2025-04-06,1000,9.13,Studio,36,4,Électrique,Mal isolé,21,4093,0,5955,2847,2475,165,1949,0,319,0,0,13,Oui,5,5,10-15 ans,48,5,5,5-10 ans,3,1,4K,0.56,1.17,1.06,0.96,1.1,4.85
2025-04-02,1090,8.37,Appartement,72,2,Gaz,Bien isolé,19,2884,0,6437,3088,451,966,1329,2097,438,0,2,8,Non,7,5,5-10 ans,33,2,6,Moins de 5 ans,6,5,HD,1.72,1.97,0.78,0.66,4.74,10.31
2025-05-07,1040,9.45,Studio,23,1,Pompe à chaleur,Moyennement isolé,23,10102,0,7616,3065,1735,1536,1486,0,200,0,3,3,Non,2,5,Plus de 15 ans,7,7,3,5-10 ans,9,1,4K,1.36,3.91,0.53,0.14,1.16,7.63
2025-03-16,1150,8.7,Maison,94,3,Électrique,Très bien isolé,19,12062,0,6394,1968,2527,1289,1348,0,317,0,0,12,Non,7,4,10-15 ans,28,3,4,Moins de 5 ans,7,5,4K,0.99,2.71,0.89,0.56,4.78,10.2
2025-03-20,1190,10.9,Appartement,112,6,Bois,Moyennement isolé,20,5130,0,4917,1276,2504,898,988,0,93,0,2,8,Non,4,5,10-15 ans,23,3,3,Moins de 5 ans,7,4,4K,0.54,2.22,0.75,0.46,3.86,9.33
2025-02-25,1050,10.6,Appartement,63,3,Bois,Mal isolé,21,7809,5997,5539,1930,1867,58,1728,0,382,0,0,0,Oui,5,3,10-15 ans,27,8,5,Plus de 15 ans,5,2,4K,0.79,2.14,0.44,0.54,2.04,6.87
2025-05-21,1050,9.03,Colocation,76,1,Fioul,Mal isolé,23,15491,9134,6054,3083,840,1017,578,0,26,0,0,6,Non,3,6,Moins de 5 ans,13,5,6,Plus de 15 ans,3,7,HD,4.02,3.9,0.71,0.26,6.54,18.11
2025-06-15,1030,9.8,Maison,177,1,Bois,Mal isolé,20,17897,0,1526,4152,2106,1308,960,0,63,0,1,14,Non,2,3,5-10 ans,23,2,2,10-15 ans,10,8,SD,4.74,4.46,0.87,0.46,7.46,20.17
2025-04-21,1040,11.38,Appartement,101,1,Bois,Moyennement isolé,23,24551,0,3644,2113,1387,30,1730,0,10,0,0,4,Non,2,6,Moins de 5 ans,45,3,4,5-10 ans,6,6,SD,2.72,5.14,0.62,0.9,5.61,12.57
2025-03-28,1080,11.02,Studio,25,4,Fioul,Très bien isolé,19,14393,0,5567,1511,220,232,741,0,58,0,0,8,Oui,6,5,5-10 ans,12,2,5,10-15 ans,3,5,SD,0.7,3.09,0.87,0.24,4.67,8.21
2025-04-29,1200,10.16,Studio,21,4,Bois,Mal isolé,18,22522,0,3934,614,888,999,1756,0,196,0,1,10,Oui,5,3,Plus de 15 ans,8,4,2,Plus de 15 ans,6,0,HD,0.46,5.14,0.84,0.16,0.14,5.64
2025-05-06,1030,10.84,Studio,20,4,Gaz,Moyennement isolé,23,9189,10162,166,2239,827,1868,1057,0,454,0,0,3,Oui,5,4,5-10 ans,23,5,2,10-15 ans,7,2,SD,0.55,2.59,0.61,0.46,1.95,5.64
2025-06-03,1140,9.1,Studio,22,2,Bois,Très bien isolé,19,13592,0,4639,1091,1575,757,1104,0,167,0,0,3,Oui,8,6,10-15 ans,31,2,5,10-15 ans,7,6,4K,0.57,2.9,0.74,0.62,5.71,11.08
2025-06-07,1060,10.38,Maison,192,1,Fioul,Mal isolé,22,21819,0,2706,4630,424,369,1977,0,304,0,3,13,Non,6,4,Moins de 5 ans,34,7,6,10-15 ans,7,7,4K,6.44,6.31,0.92,0.68,6.64,18.99
2025-06-05,1000,11.6,Maison,183,4,Gaz,Mal isolé,21,3752,0,6425,2536,2685,790,1687,0,351,5530,4,8,Non,2,3,Moins de 5 ans,37,3,5,Plus de 15 ans,3,0,4K,1.47,3.65,0.63,0.74,0.18,5.53
2025-02-01,1083,9.45,Appartement,68,2,Gaz,Très bien isolé,18,1440,53,4166,2192,1135,1429,1612,0,161,0,0,13,Oui,4,6,Plus de 15 ans,13,2,2,10-15 ans,3,1,SD,1.63,0.55,1.1,0.26,0.98,4.65
2024-12-27,1210,9.47,Maison,131,2,Bois,Bien isolé,18,13323,0,725,2457,1776,353,1393,0,5,0,0,8,Non,7,6,10-15 ans,11,4,3,Plus de 15 ans,9,2,SD,1.81,2.88,0.83,0.22,1.98,6.73
2025-03-03,1090,11.27,Maison,90,4,Fioul,Bien isolé,20,9415,0,588,367,2953,1907,1008,1898,213,0,4,13,Oui,6,3,5-10 ans,33,5,5,5-10 ans,3,1,SD,1.05,3.97,0.97,0.66,1.02,8.57
2025-03-31,1000,11.87,Maison,180,2,Fioul,Bien isolé,19,10819,0,2569,936,2845,710,1366,1210,294,0,2,7,Non,8,6,Plus de 15 ans,13,3,6,Plus de 15 ans,10,8,SD,3.05,3.32,0.8,0.26,7.51,12.57
2025-05-15,1000,10.35,Appartement,96,2,Gaz,Moyennement isolé,23,18937,0,7307,2606,2192,1348,1297,0,237,0,0,2,Non,3,6,Plus de 15 ans,31,6,5,Plus de 15 ans,5,2,HD,1.86,4.14,0.55,0.62,1.99,10.58
2025-03-15,1030,10.95,Colocation,60,1,Pompe à chaleur,Bien isolé,21,4163,466,2955,3733,478,1998,319,1785,92,0,2,6,Oui,5,4,10-15 ans,15,6,6,Moins de 5 ans,6,2,HD,2.1,2.22,0.73,0.3,2.02,7.49
2025-04-07,1082,9.13,Colocation,60,3,Pompe à chaleur,Moyennement isolé,22,19837,0,7154,1959,596,144,1276,939,96,0,4,4,Oui,2,6,10-15 ans,18,4,6,10-15 ans,8,4,HD,0.73,6.24,0.72,0.36,3.86,13.09
2025-03-06,1120,8.47,Studio,20,4,Fioul,Moyennement isolé,18,13262,0,751,3479,2968,1351,1466,0,197,0,0,1,Non,2,3,Moins de 5 ans,19,3,5,Moins de 5 ans,6,7,HD,0.8,2.98,0.35,0.38,6.56,12.39
2025-06-10,1090,9.78,Colocation,62,2,Bois,Très bien isolé,23,17542,0,3430,4861,26,1541,269,0,341,0,2,0,Oui,5,4,10-15 ans,14,2,5,10-15 ans,5,0,4K,0.77,4.99,0.49,0.28,0.21,7.92
2025-02-22,1160,11.15,Maison,128,4,Pompe à chaleur,Mal isolé,21,7395,5162,7290,4276,2852,1967,1611,0,31,2660,2,0,Non,8,5,10-15 ans,41,2,4,Plus de 15 ans,7,1,HD,0.96,3.47,0.47,0.82,1.08,7.89
2025-01-22,1120,8.54,Appartement,58,2,Bois,Moyennement isolé,19,13296,2008,4204,3432,1926,123,1363,0,258,0,2,11,Non,3,3,Moins de 5 ans,32,4,6,10-15 ans,6,7,SD,1.13,4.13,0.76,0.64,6.55,11.87
2025-03-29,1030,8.32,Appartement,114,3,Électrique,Moyennement isolé,22,2951,13813,290,2487,2786,1983,1967,1572,449,3047,2,6,Oui,7,5,5-10 ans,46,7,6,5-10 ans,2,5,4K,1.16,2.86,0.8,0.92,4.75,11.7
2025-02-03,1120,9.71,Colocation,81,5,Gaz,Moyennement isolé,21,12384,13751,520,286,1780,1984,1405,0,359,2847,2,13,Oui,8,6,Moins de 5 ans,38,6,3,5-10 ans,10,6,HD,0.72,4.53,1.14,0.76,5.68,11.26
2025-03-14,1180,9.31,Appartement,78,2,Gaz,Très bien isolé,22,15714,0,7166,466,930,1668,950,0,365,0,2,2,Non,2,5,5-10 ans,47,7,5,Moins de 5 ans,10,1,SD,1.53,4.33,0.49,0.94,1.12,7.77
2025-05-11,1060,10.2,Maison,90,4,Bois,Bien isolé,19,17901,0,140,369,2797,791,79,0,332,0,4,8,Non,6,5,Plus de 15 ans,19,5,5,10-15 ans,8,4,4K,0.68,5.66,0.77,0.38,3.9,9.58
2025-04-03,1040,11.24,Maison,84,2,Fioul,Moyennement isolé,23,203,6312,2147,4787,1224,1421,163,969,481,4859,1,14,Non,7,5,10-15 ans,14,7,3,10-15 ans,7,4,4K,1.99,1.82,1.02,0.28,3.87,9.72
2025-05-08,1150,11.32,Studio,22,2,Électrique,Mal isolé,23,6640,14434,2582,4324,1766,1754,222,777,474,0,0,6,Oui,8,4,Moins de 5 ans,9,2,3,Plus de 15 ans,4,3,4K,0.87,2.5,0.76,0.18,2.9,8.61
2025-02-20,1083,10.52,Appartement,105,1,Gaz,Bien isolé,23,12138,0,1441,1243,312,1666,240,2115,299,4689,1,10,Oui,6,6,5-10 ans,19,3,2,Moins de 5 ans,5,8,4K,3.7,3.56,1.0,0.38,7.47,16.78
2025-01-16,1200,9.81,Colocation,62,1,Bois,Bien isolé,22,18474,0,7535,4148,2604,242,1117,967,104,0,4,10,Non,3,4,10-15 ans,37,7,6,Moins de 5 ans,7,8,4K,1.84,6.16,0.77,0.74,7.55,20.41
2025-01-03,1050,11.23,Colocation,124,1,Pompe à chaleur,Mal isolé,22,1686,4648,3430,2140,1119,324,1900,1410,478,0,2,10,Non,4,5,Moins de 5 ans,49,7,6,5-10 ans,9,0,SD,3.68,1.85,0.83,0.98,0.21,7.77
2025-03-17,1080,9.09,Maison,181,4,Électrique,Moyennement isolé,22,19098,0,742,2467,1899,792,1107,0,397,0,0,6,Oui,7,3,10-15 ans,44,5,4,Plus de 15 ans,8,8,4K,1.2,4.08,0.7,0.88,7.54,16.98
2025-04-18,1050,10.64,Studio,30,5,Fioul,Bien isolé,21,14898,0,7239,1542,2670,1547,352,0,97,0,1,7,Oui,6,3,Moins de 5 ans,35,4,6,Plus de 15 ans,8,1,4K,0.58,3.74,0.73,0.7,1.17,6.34
2025-03-13,1040,9.2,Studio,38,1,Bois,Moyennement isolé,21,4026,708,3146,953,392,525,1779,720,85,0,3,5,Non,2,6,10-15 ans,38,4,4,5-10 ans,4,5,SD,1.66,2.47,0.66,0.76,4.67,10.62
2025-04-27,1082,11.86,Appartement,74,2,Fioul,Mal isolé,23,24981,1791,4061,2328,1323,900,1531,0,206,0,0,10,Oui,8,6,Moins de 5 ans,45,2,6,Plus de 15 ans,5,0,SD,1.99,5.36,1.02,0.9,0.14,9.13
2024-12-23,1070,10.78,Appartement,99,2,Pompe à chaleur,Mal isolé,20,7046,106,4641,3739,219,656,692,0,15,7983,2,3,Oui,3,5,5-10 ans,10,8,5,5-10 ans,9,4,4K,1.69,3.58,0.64,0.2,3.92,11.81
2025-05-27,1170,9.13,Studio,27,3,Gaz,Bien isolé,21,4070,0,398,1002,1358,1526,1066,0,495,0,1,14,Oui,3,3,Moins de 5 ans,33,7,6,10-15 ans,9,7,4K,0.78,1.46,0.98,0.66,6.67,11.34
2025-05-15,1140,11.61,Studio,29,1,Gaz,Très bien isolé,22,13746,0,4183,1417,1924,337,817,1242,23,4172,1,4,Non,8,6,10-15 ans,11,6,2,5-10 ans,9,1,4K,2.08,3.85,0.68,0.22,1.14,7.51
2025-05-25,1180,9.14,Maison,176,1,Fioul,Bien isolé,23,17640,0,1148,3824,1699,1430,448,0,407,0,1,5,Non,7,3,Plus de 15 ans,45,6,3,10-15 ans,6,7,SD,5.62,4.41,0.56,0.9,6.52,20.43
2025-02-23,1090,9.81,Studio,34,1,Fioul,Mal isolé,22,6622,11272,5329,4915,2211,52,905,1014,97,0,1,10,Oui,7,3,10-15 ans,27,4,3,5-10 ans,9,3,4K,3.28,2.88,0.86,0.54,2.97,11.3
2025-01-02,1000,9.13,Appartement,74,3,Fioul,Moyennement isolé,22,17477,0,686,1774,1617,552,398,1506,288,0,4,0,Non,3,4,Plus de 15 ans,33,4,4,10-15 ans,10,4,SD,1.29,5.69,0.37,0.66,3.83,13.47
2025-06-03,1083,9.95,Colocation,135,3,Bois,Moyennement isolé,21,13349,0,565,4680,1662,1467,855,0,497,0,1,3,Oui,5,4,Plus de 15 ans,45,7,2,Plus de 15 ans,10,0,4K,1.2,3.62,0.61,0.9,0.24,7.49
2024-12-28,1040,11.54,Maison,184,1,Bois,Bien isolé,23,7972,0,7206,107,442,1853,1550,533,143,6088,0,9,Non,8,4,Plus de 15 ans,21,8,5,Plus de 15 ans,6,4,HD,4.18,2.34,0.78,0.42,3.83,11.14
2025-05-06,1160,11.98,Studio,20,2,Pompe à chaleur,Mal isolé,23,17117,0,6798,2358,2051,1787,1138,0,422,6798,3,9,Non,4,6,10-15 ans,16,2,2,5-10 ans,10,2,SD,0.75,5.95,0.84,0.32,1.98,9.07
2025-01-02,1140,9.35,Appartement,77,4,Fioul,Bien isolé,23,16492,0,492,1005,1007,1864,1475,0,470,0,0,2,Non,8,3,Plus de 15 ans,43,8,5,10-15 ans,9,3,4K,0.91,3.45,0.45,0.86,3.01,9.32
2025-01-11,1050,8.07,Studio,23,1,Électrique,Très bien isolé,21,4493,14010,2602,4672,2783,1113,1297,0,168,0,0,2,Oui,4,6,Moins de 5 ans,19,3,2,5-10 ans,5,7,4K,1.36,2.05,0.66,0.38,6.56,12.66
2025-03-13,1040,8.4,Studio,20,3,Pompe à chaleur,Moyennement isolé,19,18754,0,4590,2966,1337,750,80,0,300,0,3,13,Oui,2,4,5-10 ans,24,4,6,Moins de 5 ans,5,0,4K,0.57,5.59,0.98,0.48,0.22,7.48
2025-02-09,1040,8.72,Studio,35,1,Gaz,Bien isolé,21,8344,12340,7219,3130,1122,2000,201,0,55,0,0,2,Oui,3,5,Moins de 5 ans,19,7,3,10-15 ans,2,1,SD,2.5,2.66,0.6,0.38,0.99,6.07
